id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	214
F4837	293.209	632.66	628.87	636.46	5048	17041228	0.82	0.81	14	1	17066228
F4839	271.1899	532.78	529.2	536.7	4406	4466668	1.0	0.96	13	1	4494465
F4840	271.1899	541.59	537.68	545.48	4406	6477005	1.0	0.97	21	1	6498265
F4841	271.1899	607.26	605.05	611.07	4406	1528197	0.93	0.97	8	1	1553410
F4844	271.1978	450.95	448.3	454.88	4407	1861156	1.0	0.98	188	1	1888699
F4846	293.2471	652.52	649.37	655.99	5049	3547087	1.0	0.96	15	1	3635891
F4847	247.2054	656.61	654.09	657.87	3798	698220	1.0	0.98	10	1	711224
F4848	293.2833	589.43	585.57	593.27	5050	4217744	1.0	0.9	23	1	4253360
F4849	247.2265	621.26	618.39	624.75	3799	2782780	1.0	0.99	106	1	2792406
F4850	220.0205	828.27	824.51	832.07	3164	3496633	1.0	0.91	5	1	3524674
F4851	293.6435	659.74	656.93	663.18	5051	1877553	0.96	0.88	154	1	1929581
F4852	293.6435	673.53	670.09	676.97	5051	5429323	1.0	0.95	530	1	5504328
F4853	220.0368	33.99	31.6	37.78	3165	5610228	1.0	0.94	455	1	5626507
F4854	293.6573	677.59	676.34	679.79	5052	1275136	1.0	0.97	173	1	1216749
F4855	271.2052	455.84	453.91	459.77	4408	3336307	0.88	0.94	12	1	3355307
F4856	271.2052	464.42	460.76	468.08	4408	5372134	0.88	0.91	12	1	5395134
F4857	271.2052	474.38	470.71	478.33	4408	12233994	0.92	0.98	38	1	12257994
F4858	271.2052	483.06	480.84	487.02	4408	3984199	0.88	0.86	14	1	4004199
F4859	271.2052	494.59	491.31	498.54	4408	3744955	0.83	0.94	8	1	3767955
F4861	271.2052	593.59	589.75	597.44	4408	70776007	1.0	0.94	85	1	70801007
F4862	271.2052	619.98	616.49	622.53	4408	3858272	0.83	0.77	4	1	3878272
F4864	271.2052	648.74	645.28	651.89	4408	8359589	0.91	0.95	12	1	8381589
F4865	293.6621	709.04	705.26	712.82	5053	5976016	1.0	0.91	374	1	6005148
F4868	247.2457	394.7	390.67	398.72	3801	7356604	1.0	0.98	601	1	7396968
F4869	247.6263	605.05	601.9	608.53	3802	3173415	1.0	0.99	288	1	3194940
F4870	294.1006	44.48	40.99	47.96	5055	580436262	1.0	0.88	106	1	580459262
F4872	294.114	45.74	42.59	49.55	5056	2227014	1.0	0.76	218	1	2264825
F4873	220.0593	266.03	261.97	270.09	3167	1668922	0.8	0.98	61	1	1702244
F4874	220.0593	298.35	294.43	302.27	3167	2950391	1.0	0.99	114	1	2981082
F4875	220.0593	347.61	345.02	350.59	3167	1928387	1.0	0.97	132	1	1949278
F4876	220.0593	354.28	350.59	358.27	3167	3518613	1.0	0.97	172	1	3550203
F4877	294.116	315.69	313.04	319.64	5057	1615574	1.0	0.91	171	1	1629723
F4878	220.0829	135.21	131.11	139.33	3171	6229699	1.0	0.98	155	1	6295237
F4883	294.1182	48.59	47.32	50.83	5058	783749	1.0	0.9	101	1	812507
F4888	271.2263	619.98	616.17	623.8	4409	11582904	1.0	0.95	30	1	11615185
F4890	294.1242	373.74	371.72	375.76	5059	850496	1.0	1.0	133	1	878234
F4891	220.0847	101.74	98.27	105.21	3172	2261436	0.89	0.86	136	1	2308471
F4892	220.0847	247.56	243.51	251.18	3172	5668542	1.0	0.91	415	1	5748553
F4893	248.0224	182.17	178.1	186.2	3804	5590341	1.0	0.9	106	1	5657859
F4894	271.2326	708.72	704.94	712.51	4410	5361401	1.0	0.99	414	1	5410764
F4895	294.1388	482.74	481.15	486.69	5060	1057050	1.0	0.82	109	1	1079411
F4896	220.0964	229.05	227.07	233.04	3173	1000232	0.95	0.84	116	1	1019232
F4897	220.0964	315.36	311.36	318.98	3173	1186124	0.96	0.9	12	1	1210124
F4898	220.0964	347.61	343.74	351.6	3173	29916874	1.0	1.0	423	1	29941874
F4900	271.2416	555.15	552.6	559.03	4411	7930148	0.9	0.97	56	1	7951148
F4901	271.2416	573.83	570.64	577.6	4411	7162649	0.81	0.91	11	1	7185649
F4902	271.2416	615.22	611.39	619.03	4411	56123012	1.0	0.97	286	1	56148012
F4903	220.0999	103.94	100.79	107.82	3174	1641846	0.84	0.9	31	1	1657316
F4904	220.0999	156.53	152.39	160.65	3174	2498591	0.89	0.92	34	1	2531208
F4905	294.1534	47.64	44.48	51.46	5064	1723334	1.0	0.85	110	1	1751222
F4906	248.0797	33.05	32.11	36.2	3807	685878	1.0	0.88	104	1	699883
F4907	294.1694	386.98	383.39	391.0	5066	2381703	1.0	1.0	243	1	2405711
F4908	220.1047	447.65	444.1	450.95	3175	1139385	1.0	0.98	23	1	1154839
F4909	248.0878	182.51	180.14	186.2	3808	1219818	0.71	0.76	103	1	1238818
F4910	220.115	379.08	375.42	382.06	3176	4568897	1.0	1.0	527	1	4587267
F4911	294.1822	582.69	580.13	586.54	5067	11998579	1.0	0.94	445	1	12019579
F4913	271.2627	717.85	714.08	721.61	4412	71156498	1.0	0.94	152	1	71181498
F4914	248.0915	229.05	225.14	233.04	3809	20163051	1.0	0.99	1667	1	20188051
F4915	248.0915	385.67	382.06	389.66	3809	37287085	1.0	1.0	2004	1	37311085
F4916	294.1906	592.63	590.71	596.48	5068	1396796	1.0	0.86	128	1	1432195
F4917	248.095	44.17	41.63	47.96	3810	5497410	1.0	0.96	138	1	5517128
F4918	248.095	88.67	84.58	92.74	3810	2098091	1.0	0.95	78	1	2123844
F4919	294.2042	569.68	568.08	572.87	5069	798874	0.73	0.92	116	1	806069
F4920	271.282	523.67	515.86	536.7	4413	4042276	1.0	0.94	121	1	4107301
F4921	271.282	697.7	695.5	701.48	4413	1230882	1.0	0.9	116	1	1278837
F4922	248.0976	385.67	382.39	388.98	3811	8179294	1.0	1.0	1106	1	8200294
F4923	248.0976	450.28	447.65	452.61	3811	989776	0.92	0.89	127	1	1005776
F4924	271.6225	605.37	602.22	608.53	4414	1735145	1.0	0.88	177	1	1745741
F4927	220.1177	137.62	133.85	141.73	3178	26341227	1.0	0.97	20	1	26365227
F4928	271.6413	605.05	603.48	608.53	4415	1687788	1.0	0.95	216	1	1704795
F4929	248.1114	229.38	226.1	233.38	3812	1650661	1.0	0.99	44	1	1682292
F4930	220.1314	101.11	97.33	102.68	3179	2542373	1.0	0.87	176	1	2574827
F4931	220.1314	104.26	102.68	106.49	3179	985982	0.93	0.97	118	1	967681
F4932	248.116	379.08	375.42	382.06	3813	1865297	1.0	1.0	208	1	1886305
F4933	294.2123	615.22	612.67	617.12	5071	1780358	0.88	0.97	21	1	1784524
F4934	294.2123	619.67	617.12	623.48	5071	4661413	1.0	0.94	39	1	4687698
F4935	294.2123	632.98	629.82	636.77	5071	2402056	0.9	0.94	18	1	2486911
F4936	271.6578	650.0	648.43	653.15	4416	2077744	0.74	0.84	243	1	2093744
F4937	271.6578	658.49	655.67	661.92	4416	14512357	1.0	0.84	1416	1	14533357
F4938	272.0784	66.62	63.16	70.5	4418	3758328	0.92	0.94	199	1	3749306
F4939	248.1317	44.48	43.22	45.74	3814	3345817	1.0	1.0	56	1	3354820
F4940	248.1317	322.65	319.64	326.66	3814	3125408	1.0	1.0	342	1	3147417
F4941	272.0799	385.67	382.39	389.32	4419	14269188	1.0	1.0	1829	1	14291188
F4942	294.6433	675.09	671.35	678.53	5073	19915986	1.0	0.78	625	1	19939986
F4944	220.1362	291.81	289.26	295.42	3181	2842431	1.0	0.99	296	1	2862438
F4945	294.6698	756.86	753.39	760.01	5074	2385097	0.95	0.89	145	1	2405795
F4946	248.1357	448.3	445.05	451.94	3816	2454796	1.0	0.99	286	1	2474110
F4947	248.1415	186.54	183.18	190.24	3818	1407410	1.0	0.99	166	1	1432353
F4948	294.9785	830.48	826.7	834.31	5075	1684108	1.0	0.94	115	1	1711887
F4949	248.147	186.54	182.51	190.59	3819	44237915	1.0	0.99	4040	1	44262915
F4950	272.098	661.92	659.42	665.68	4422	8718952	0.8	0.81	29	1	8762088
F4951	295.0103	32.11	30.58	33.37	5076	566920	1.0	0.84	114	1	574921
F4952	248.1486	32.74	32.11	35.89	3820	6689184	1.0	0.92	1328	1	6702184
F4953	220.141	344.38	340.41	347.61	3183	1725576	1.0	0.99	165	1	1751224
F4954	220.141	500.84	496.9	503.14	3183	1094947	0.96	0.99	14	1	1112148
F4955	220.141	506.4	503.14	508.67	3183	2296841	1.0	0.98	26	1	2296905
F4956	220.141	511.61	508.67	515.53	3183	5051284	1.0	0.95	55	1	5044160
F4957	220.141	518.78	516.83	522.68	3183	1556572	0.96	0.93	17	1	1584290
F4958	272.1201	480.53	476.7	484.36	4423	8856521	1.0	0.99	750	1	8901439
F4959	295.0482	344.7	340.75	348.59	5078	7154444	1.0	1.0	673	1	7183092
F4960	248.1674	407.77	403.79	411.76	3821	10415735	1.0	1.0	951	1	10456701
F4961	248.1852	492.95	489.67	496.9	3822	2737882	1.0	0.99	306	1	2762760
F4962	272.1276	456.49	452.61	458.78	4424	1657291	1.0	0.91	187	1	1677291
F4963	272.1276	513.89	511.29	515.86	4424	2062545	1.0	0.93	244	1	2077545
F4964	272.1276	518.78	515.86	522.68	4424	11511371	1.0	0.98	1559	1	11533371
F4965	248.6196	604.43	602.54	606.0	3823	626661	1.0	0.9	101	1	672502
F4966	295.0574	68.54	47.64	92.06	5079	94577390	1.0	0.85	3759	1	94714390
F4967	295.0574	345.02	341.42	348.59	5079	10349949	1.0	0.99	780	1	10372949
F4968	295.0574	480.53	478.01	483.38	5079	3358033	1.0	0.84	396	1	3376033
F4969	220.1774	540.94	537.36	544.83	3186	1443052	1.0	0.99	14	1	1468872
F4970	272.1339	573.83	571.91	576.03	4426	763569	1.0	0.98	115	1	781139
F4971	220.1987	558.06	555.15	561.93	3189	3148107	1.0	1.0	312	1	3180849
F4972	295.0778	345.02	341.09	348.92	5080	8705106	1.0	1.0	753	1	8752814
F4973	295.0778	480.84	477.03	484.69	5080	8004119	1.0	0.97	622	1	8040619
F4974	272.1593	659.11	655.67	662.55	4428	4957358	1.0	0.92	380	1	4987127
F4975	295.0975	379.08	375.76	383.06	5082	6021768	1.0	1.0	674	1	6046307
F4976	272.1677	366.35	362.31	370.37	4429	3635497	1.0	0.96	51	1	3666177
F4977	295.1019	44.17	40.66	47.96	5083	89947561	1.0	0.89	122	1	89971561
F4978	248.9368	829.85	826.08	833.67	3824	10531114	0.85	0.95	25	1	10658447
F4979	220.995	39.06	38.1	40.99	3190	1953410	0.71	0.99	119	1	1943863
F4980	220.995	45.11	41.31	48.91	3190	3605820	0.77	0.89	92	1	3658580
F4981	248.9589	288.0	284.0	289.58	3825	1717741	0.78	0.92	136	1	1757705
F4982	272.1699	589.43	586.54	593.27	4430	3242387	1.0	0.99	359	1	3256199
F4983	272.1699	629.82	627.29	632.98	4430	1687147	1.0	0.99	144	1	1701873
F4984	248.9734	158.25	154.1	162.38	3826	6213097	1.0	0.94	344	1	6279368
F4985	295.1071	601.26	599.35	604.43	5085	1426572	0.76	0.98	183	1	1443578
F4986	295.1071	777.65	773.87	781.11	5085	4622824	1.0	0.89	41	1	4645769
F4987	249.0077	204.07	200.1	207.96	3829	4440293	0.92	0.98	226	1	4471457
F4988	272.1747	444.73	443.47	447.97	4431	1280856	1.0	0.98	153	1	1295862
F4989	249.0429	353.27	349.59	357.27	3830	3131057	1.0	1.0	303	1	3154806
F4990	295.1214	552.92	549.4	556.78	5087	2511929	1.0	0.99	63	1	2531089
F4991	295.1214	587.18	583.97	591.03	5087	1649788	0.83	0.96	30	1	1690422
F4992	221.0026	838.84	828.59	886.09	3191	19484299	1.0	0.95	62	1	19661371
F4994	249.0531	36.84	34.94	39.06	3832	1456668	1.0	0.96	184	1	1492511
F4995	249.0531	43.54	40.34	47.01	3832	1381489	0.89	0.89	105	1	1433062
F4996	272.1849	230.37	228.05	234.36	4432	4986248	1.0	0.94	116	1	5006248
F4997	272.1849	246.56	242.49	248.56	4432	3062874	1.0	0.94	75	1	3081874
F4998	272.1849	250.2	248.56	253.17	4432	2251917	1.0	0.94	57	1	2266917
F4999	272.1849	482.74	480.21	486.69	4432	14239532	1.0	0.96	103	1	14260532
F5000	295.145	676.03	670.72	680.73	5091	4041288	1.0	0.86	279	1	4074299
F5001	249.0604	97.96	94.09	100.16	3835	6668243	1.0	0.95	475	1	6661013
F5002	249.0604	104.26	100.48	108.15	3835	9000246	1.0	0.93	512	1	9084854
F5003	272.204	450.28	447.32	454.24	4434	4838489	1.0	0.98	501	1	4883043
F5004	295.1511	475.71	472.72	479.27	5092	1369627	1.0	0.93	19	1	1374750
F5005	295.1511	481.47	479.27	485.35	5092	2653759	1.0	0.93	46	1	2649897
F5006	295.1511	491.64	488.02	495.57	5092	1925132	1.0	0.94	20	1	1963877
F5007	272.2087	474.71	471.07	477.36	4435	2132786	0.89	0.96	44	1	2152786
F5008	272.2087	592.95	590.07	596.8	4435	12542982	1.0	0.94	175	1	12564982
F5009	272.2087	648.74	647.17	649.69	4435	1234650	0.89	0.96	53	1	1243650
F5011	272.2217	623.16	619.67	626.97	4437	3072520	1.0	0.96	177	1	3101487
F5012	221.0458	250.86	246.89	254.85	3198	129165350	1.0	0.97	1080	1	129190350
F5013	295.1532	469.39	465.77	473.38	5093	6694422	1.0	1.0	90	1	6716125
F5014	295.1532	563.88	559.99	565.49	5093	1719714	1.0	0.94	12	1	1720862
F5015	295.1532	567.76	565.49	570.64	5093	1329030	1.0	0.95	12	1	1326099
F5016	221.0482	353.61	350.59	356.6	3199	1348043	1.0	0.92	134	1	1374286
F5017	272.2297	620.3	616.8	623.48	4438	1590406	1.0	0.97	58	1	1621736
F5018	295.1644	461.09	458.45	464.42	5095	1121343	1.0	0.99	136	1	1143194
F5019	249.0729	368.69	364.67	370.71	3838	1490757	0.78	0.88	25	1	1509757
F5021	249.0729	435.76	433.42	437.42	3838	3296447	1.0	0.95	357	1	3309447
F5022	249.0729	439.07	437.42	441.59	3838	6936977	1.0	0.98	904	1	6950977
F5023	272.2449	555.15	552.6	558.06	4439	1505163	0.93	1.0	169	1	1523170
F5024	272.2449	574.14	571.59	575.71	4439	965117	0.88	0.99	18	1	986494
F5025	272.2449	615.85	612.03	619.67	4439	11113446	1.0	0.98	916	1	11121278
F5026	295.1668	612.67	609.16	616.49	5096	1890597	1.0	0.87	22	1	1923242
F5027	249.0761	385.67	383.39	388.31	3839	1643776	1.0	0.99	89	1	1659782
F5028	249.0811	385.67	383.06	388.65	3840	4438868	1.0	1.0	552	1	4456875
F5029	272.2578	492.29	488.35	496.24	4440	17410075	1.0	0.95	211	1	17435075
F5030	272.2578	532.46	528.88	536.38	4440	2373000	0.72	0.92	12	1	2397000
F5033	249.0841	385.35	383.72	388.31	3841	3388523	1.0	0.99	469	1	3433041
F5038	295.1878	508.99	506.08	510.29	5098	911061	0.77	0.98	34	1	933016
F5040	295.1878	585.25	586.22	587.18	5098	930156	0.81	0.94	10	1	117296
F5041	295.1878	596.8	594.88	599.67	5098	1692494	0.86	0.97	45	1	1666019
F5042	295.1878	601.58	599.99	604.43	5098	1020739	0.82	0.89	34	1	1117031
F5043	295.1878	606.31	604.74	607.9	5098	581478	0.75	0.9	26	1	519433
F5044	295.1878	610.12	607.9	611.71	5098	925181	0.81	0.96	31	1	906606
F5045	295.1878	614.9	611.71	617.44	5098	1189586	0.77	0.71	28	1	1246670
F5046	295.1878	628.55	624.75	632.34	5098	8615213	1.0	0.94	96	1	8664672
F5048	221.0639	38.1	36.52	41.95	3204	2154098	1.0	0.99	92	1	2172031
F5049	272.2659	717.85	714.08	721.61	4441	11650930	1.0	0.99	282	1	11799419
F5050	221.0751	135.92	131.79	140.01	3205	3058565	1.0	0.98	160	1	3108546
F5055	272.2944	566.79	562.91	570.0	4442	1527992	1.0	0.98	120	1	1585636
F5056	272.2944	575.4	571.91	579.18	4442	2003134	1.0	0.99	181	1	2020186
F5057	272.6569	712.82	709.67	715.03	4443	1080509	0.8	0.89	30	1	1098516
F5058	221.0782	329.01	324.99	333.03	3206	54458858	1.0	0.81	446	1	54483858
F5060	272.6657	689.52	687.01	692.98	4444	1343810	0.77	0.92	130	1	1327608
F5061	295.1898	526.93	523.01	530.83	5099	68707598	1.0	0.97	115	1	68732598
F5062	295.1898	533.76	531.81	537.68	5099	8720666	0.94	0.88	12	1	8739666
F5067	272.9735	157.91	153.76	162.04	4445	2512539	1.0	0.91	154	1	2557782
F5070	249.1095	447.65	444.41	451.28	3845	7136525	0.84	0.93	31	1	7158525
F5072	249.1095	523.01	521.39	526.93	3845	19594308	1.0	0.92	107	1	19612308
F5073	221.0805	345.02	341.09	348.92	3207	19272474	1.0	0.99	80	1	19297474
F5074	221.0805	411.42	408.43	414.44	3207	2313995	0.91	0.82	6	1	2332995
F5075	221.0805	421.08	417.1	425.09	3207	5505565	1.0	0.76	10	1	5530565
F5077	221.0805	473.05	470.05	476.04	3207	1862519	0.71	0.86	4	1	1881519
F5078	221.0805	481.15	477.36	485.02	3207	37931570	1.0	0.96	124	1	37956570
F5079	221.0805	508.67	504.78	511.61	3207	1818352	0.82	0.9	4	1	1840352
F5080	295.1933	765.68	761.9	769.46	5101	2299526	1.0	0.82	139	1	2348247
F5081	273.0477	35.89	32.11	39.7	4449	6416766	1.0	0.91	195	1	6486778
F5082	273.0477	42.91	41.31	44.48	4449	832866	0.76	0.79	64	1	895265
F5083	273.0477	46.37	44.48	50.19	4449	1907648	0.8	0.78	78	1	1997970
F5084	273.0477	54.3	50.51	57.47	4449	3029998	0.82	0.87	94	1	3085190
F5085	295.2051	449.29	446.99	451.61	5102	1750504	0.94	0.95	79	1	1765504
F5086	295.2051	456.17	452.94	460.1	5102	9327100	1.0	0.99	395	1	9350100
F5087	295.2051	502.48	500.18	506.08	5102	1799763	0.94	0.97	34	1	1818763
F5088	249.1116	386.65	383.06	388.31	3846	948192	0.84	0.72	10	1	950864
F5089	249.1116	411.42	408.76	413.1	3846	1270192	0.88	0.89	11	1	1296161
F5090	249.1116	424.76	422.75	428.77	3846	1447441	0.9	0.97	9	1	1467785
F5091	249.1116	469.07	466.43	473.05	3846	3990589	0.82	0.96	13	1	4065041
F5092	249.1116	517.48	513.57	519.1	3846	3116342	0.88	0.93	14	1	3118326
F5093	249.1116	542.57	540.62	545.82	3846	1882909	0.89	0.97	8	1	1865329
F5094	249.1116	552.6	550.05	556.46	3846	5192392	0.87	0.95	24	1	5223952
F5097	221.0917	82.9	78.88	86.98	3209	89829435	0.82	0.95	30	1	89854435
F5098	221.0917	99.53	95.74	100.16	3209	126451238	1.0	0.96	74	1	126466238
F5099	221.0917	102.05	100.16	105.85	3209	170104296	1.0	0.95	76	1	170123296
F5102	221.0997	347.28	343.74	351.26	3212	3254046	1.0	1.0	317	1	3280294
F5110	273.0807	385.67	382.39	388.65	4453	3462404	1.0	1.0	412	1	3487200
F5113	249.1463	525.95	522.36	529.85	3850	11128018	1.0	0.97	18	1	11152018
F5114	249.1463	533.44	531.15	537.36	3850	4777534	1.0	0.91	8	1	4797534
F5115	221.1149	409.09	405.79	413.1	3213	3592950	1.0	0.99	29	1	3624580
F5116	221.1149	458.45	456.17	461.09	3213	1220964	0.73	0.94	12	1	1233427
F5117	273.084	313.71	311.36	317.01	4454	1952633	1.0	1.0	84	1	1970640
F5118	249.1502	186.87	183.18	190.24	3851	2392785	1.0	0.99	216	1	2416264
F5119	273.0897	181.83	177.76	185.87	4455	2354106	1.0	0.97	78	1	2393022
F5120	249.1518	32.74	31.6	34.31	3852	516505	1.0	0.91	103	1	516720
F5123	295.2261	626.02	622.53	628.87	5103	16158020	1.0	0.94	7	1	16179020
F5124	295.2261	630.76	628.87	633.61	5103	11347898	0.95	0.81	5	1	11363898
F5125	295.2261	635.82	633.61	639.29	5103	13450812	1.0	0.85	6	1	13469812
F5126	295.2261	655.04	651.57	657.87	5103	15315359	1.0	0.94	6	1	15336359
F5128	273.0964	480.21	477.03	484.03	4457	9246174	1.0	0.99	844	1	9267803
F5129	249.1673	589.75	587.18	591.67	3853	952044	1.0	0.99	114	1	967049
F5130	249.171	407.44	404.46	410.76	3854	1218035	1.0	0.99	121	1	1239795
F5131	249.171	589.75	587.18	593.59	3854	3389636	1.0	0.98	356	1	3421765
F5132	273.1007	446.34	443.78	450.28	4459	1306500	1.0	0.99	13	1	1313374
F5133	249.1739	589.75	587.5	591.99	3855	2036793	1.0	0.98	299	1	2073337
F5134	273.1308	518.78	515.53	521.71	4460	1797133	1.0	0.99	195	1	1816847
F5136	295.2627	655.36	652.52	658.18	5104	2149251	0.83	0.94	5	1	2152945
F5137	295.2627	681.67	677.91	685.13	5104	2855015	1.0	0.96	5	1	2902488
F5139	249.178	570.0	568.08	573.19	3856	686886	1.0	0.97	102	1	703892
F5140	295.641	673.85	670.09	677.59	5105	7029190	1.0	0.93	616	1	7102143
F5141	273.1469	417.76	415.1	420.42	4462	1077514	1.0	1.0	136	1	1097117
F5142	296.0056	203.74	199.76	207.64	5107	7172601	0.96	0.98	372	1	7263779
F5147	221.1171	500.18	496.24	504.12	3214	26887689	1.0	0.98	16	1	26912689
F5148	221.1171	510.61	506.72	514.22	3214	20187033	1.0	0.96	12	1	20211033
F5150	221.1171	521.06	518.45	524.32	3214	10623312	0.88	0.89	5	1	10642312
F5152	221.1171	539.97	536.05	543.87	3214	25667408	1.0	0.9	13	1	25692408
F5154	221.1171	569.68	565.82	573.51	3214	59937675	1.0	0.95	26	1	59962675
F5155	221.1171	587.83	584.29	591.67	3214	12581266	0.88	0.86	4	1	12605266
F5157	296.0434	203.74	199.76	207.64	5108	5452380	1.0	0.92	265	1	5519065
F5158	221.1211	137.29	133.5	141.38	3215	2068621	1.0	0.97	30	1	2100274
F5159	296.0607	68.54	65.04	72.5	5110	5007077	0.77	0.91	272	1	5074484
F5161	273.1666	365.34	361.3	369.36	4463	4619079	0.96	0.72	234	1	4665315
F5162	296.1049	44.48	41.63	48.28	5112	8083513	1.0	0.8	628	1	8155147
F5163	273.169	490.65	487.35	494.59	4464	1257493	1.0	0.87	62	1	1281886
F5164	221.1281	359.62	355.61	363.32	3217	3231926	1.0	0.99	141	1	3263452
F5165	273.1824	529.2	525.95	532.78	4466	1477858	1.0	0.98	17	1	1499868
F5166	273.1824	568.41	565.82	571.59	4466	1537704	1.0	0.99	55	1	1586888
F5167	273.1824	602.22	600.3	605.05	4466	1473767	1.0	0.92	22	1	1489774
F5169	249.1845	589.75	585.9	593.59	3857	492089279	1.0	0.94	74	1	492987538
F5172	296.1347	281.62	279.25	284.0	5115	887240	1.0	1.0	127	1	904182
F5173	296.1523	570.0	568.08	573.51	5116	2563224	1.0	0.96	335	1	2581231
F5174	296.1566	469.07	466.76	472.06	5117	1052086	1.0	0.99	128	1	1069094
F5175	273.1844	563.88	560.96	567.11	4467	2467695	0.92	0.98	6	1	2516677
F5176	273.1844	593.27	581.09	601.26	4467	4606191	0.79	0.88	4	1	4670210
F5177	273.1844	606.63	604.11	609.48	4467	2685757	0.92	0.87	8	1	2727266
F5178	273.1844	612.67	609.48	616.49	4467	10229004	1.0	0.9	32	1	10264934
F5179	273.1844	621.26	619.03	625.07	4467	1624181	0.85	0.91	5	1	1662729
F5180	273.1844	655.67	652.83	657.55	4467	2251170	0.93	0.99	15	1	2267176
F5181	249.1981	590.39	587.18	592.95	3859	1786363	1.0	0.9	187	1	1805371
F5182	273.1883	482.74	480.53	486.69	4468	2164302	1.0	0.98	221	1	2189243
F5183	296.1696	342.76	339.74	346.63	5119	5090404	1.0	0.99	446	1	5127516
F5184	296.1696	445.05	443.15	448.96	5119	1086992	1.0	0.97	64	1	1098960
F5185	296.1812	521.71	519.1	525.63	5120	1144087	1.0	0.98	112	1	1162071
F5187	273.2055	518.13	514.55	522.03	4469	1576173	0.86	0.98	6	1	1604369
F5188	273.2055	532.13	529.2	535.72	4469	2354447	0.99	0.99	15	1	2385604
F5189	273.2055	540.29	536.7	544.19	4469	3655267	1.0	0.96	21	1	3712777
F5190	273.2055	555.47	551.97	559.35	4469	3875626	1.0	0.96	14	1	3916237
F5191	273.2055	570.64	566.79	574.46	4469	2804777	1.0	1.0	12	1	2835663
F5192	273.2055	628.55	624.75	632.34	4469	4760761	1.0	0.96	40	1	4767304
F5193	273.2055	696.44	692.67	700.22	4469	4607502	1.0	0.96	189	1	4660097
F5195	221.1534	533.11	529.2	537.03	3218	19618177	1.0	0.97	9	1	22311590
F5196	221.1534	542.25	538.66	546.14	3218	13738833	1.0	0.96	6	1	16325231
F5198	221.1534	584.61	580.77	587.83	3218	20872110	1.0	0.99	6	1	23466592
F5199	221.1534	590.71	587.83	594.55	3218	23597383	1.0	0.94	9	1	25983891
F5204	296.1846	552.92	550.05	556.78	5121	1576312	1.0	0.99	144	1	1603063
F5205	296.1931	526.93	523.34	530.83	5122	11262842	1.0	0.97	203	1	11286842
F5206	296.1931	532.78	532.13	535.72	5122	1189737	0.8	0.79	25	1	1201737
F5207	250.0381	203.74	199.76	207.64	3864	18290612	1.0	0.99	310	1	18501148
F5208	296.2043	575.4	572.87	579.18	5123	4966862	0.94	0.89	341	1	5049811
F5209	250.0763	439.07	437.09	440.65	3868	681021	1.0	0.93	102	1	684094
F5210	296.2082	456.17	452.94	459.77	5124	1889564	1.0	1.0	209	1	1913998
F5211	296.2082	575.71	575.09	576.97	5124	638093	1.0	0.78	111	1	558318
F5212	296.2082	578.54	576.97	580.13	5124	1007744	1.0	0.87	157	1	1006344
F5213	250.0927	206.34	202.42	209.29	3869	1894822	1.0	0.99	199	1	1918662
F5214	250.0927	385.67	383.39	388.65	3869	3028253	1.0	1.0	391	1	3045259
F5216	273.2208	491.31	487.35	494.91	4471	1568138	0.76	0.89	13	1	1592138
F5219	273.2208	551.97	548.09	555.81	4471	10952159	1.0	0.98	42	1	10977159
F5220	273.2208	562.26	558.38	566.14	4471	14210220	1.0	0.98	53	1	14235220
F5221	273.2208	572.87	569.68	575.4	4471	5874208	1.0	0.9	21	1	5893208
F5223	273.2208	588.79	586.54	591.67	4471	1786117	0.75	0.78	5	1	1803117
F5224	273.2208	639.61	635.82	641.81	4471	3774409	0.95	0.84	13	1	3794409
F5225	250.098	385.67	381.72	389.66	3871	63419049	1.0	1.0	8570	1	63444049
F5226	221.1897	458.45	454.56	462.42	3219	2540074	1.0	0.99	47	1	2578757
F5232	273.2573	629.5	625.7	633.29	4473	3372053	1.0	0.9	33	1	3399651
F5233	273.2612	491.97	488.35	495.92	4474	2709284	1.0	0.98	233	1	2734408
F5234	250.1128	523.34	520.39	527.25	3873	2109221	1.0	0.98	213	1	2132210
F5236	221.2261	718.47	714.71	721.61	3220	15645894	1.0	0.81	230	1	15668894
F5238	296.2215	575.71	571.91	579.5	5125	876268821	1.0	0.92	49	1	876293821
F5242	221.997	286.04	282.3	289.26	3221	2184268	1.0	0.99	187	1	2208949
F5243	273.6463	663.8	661.3	667.26	4476	2396788	1.0	0.86	256	1	2465240
F5244	250.1175	40.99	37.15	43.54	3875	4691024	0.75	0.86	34	1	4816645
F5246	250.1175	99.22	95.4	98.27	3875	5350597	0.74	0.99	87	1	2551648
F5247	250.1175	102.05	100.48	105.85	3875	8896949	0.75	0.88	179	1	6148058
F5249	273.6648	722.87	719.1	726.65	4477	8451331	0.95	0.97	515	1	8544797
F5251	274.0379	294.1	290.21	297.72	4478	5217119	1.0	1.0	477	1	5241128
