id_number	mz	rtime	empCpd	neutral_formula	ion_relation	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	Bile_Acid_STD_HILICpos
F2730	379.1519	27.09	2181	C18H19NO7	singleton	26.17	27.88	3123	846212	1.0	0.98	101	1	860216
F2732	379.2227	99.15	2183	C23H32O3	singleton	97.58	100.73	3124	6703551	0.89	0.98	323	1	6740762
F2736	380.1428	282.6	2186	C21H19N3OS	singleton	262.87	286.67	3125	10617654	1.0	0.77	109	1	10809096
F2737	473.2648	28.8	kp129_431.2307		M0,ACN	27.23	30.38	3430	1246932388	1.0	0.99	3731	1	3534366871
F2738	380.2275	27.62	2187	C18H33N2O5	singleton	26.7	28.28	3126	1160780	1.0	0.99	162	1	1173785
F2740	544.5471	265.79	kp148_542.5364		13C/12C,M+H+	260.77	275.64	3557	5708133	1.0	0.82	14	1	5832899
F2741	380.3369	0.5	2189	C20H42O5	singleton	0.11	1.16	3127	33381960	1.0	0.91	8624	1	33390960
F2742	473.3066	28.93	kp149_472.2986		M0,M+H+	27.62	29.46	3432	17740689	1.0	0.76	1965	1	17755689
F2747	381.2977	26.04	2169	C21H42O4	singleton	24.99	26.96	3129	7426436	0.97	0.92	819	1	7442436
F2748	381.2977	28.01	kp427_358.3086		M0,M+H+	26.96	29.46	3129	71422659	1.0	0.94	14655	1	71442659
F2751	382.0445	25.39	2191	C9H18N3O8PS	singleton	24.47	26.96	3130	2157167	1.0	0.89	221	1	2195631
F2753	382.3034	26.44	102831		singleton	24.86	27.09	3133	1171606	1.0	0.93	120	1	1195063
F2755	546.8806	2.73	102832		singleton	2.21	4.05	3559	2327142	1.0	0.94	276	1	2341298
F2756	475.2978	29.72	2192	C21H41N5O7	singleton	29.19	30.64	3439	1251234	1.0	0.99	170	1	1263239
F2757	476.2119	130.9	2193	C21H30O11	singleton	98.76	162.52	3440	31292021	1.0	0.93	40	1	31778753
F2758	476.274	28.41	kp130_434.2394		M0,ACN	27.49	29.98	3441	21028279	1.0	0.82	2161	1	21048279
F2759	547.2675	157.36	_singleton_2194	C33H38O7	singleton	155.78	158.94	3561	1920710	1.0	0.96	134	1	1951430
F2761	361.9711	27.62	_singleton_2197	C15H11BrN2O2S	singleton	26.04	29.19	3059	14536095	0.73	0.95	9	1	15552281
F2762	361.9711	32.21	_singleton_2198	C15H11BrN2O2S	singleton	30.64	33.79	3059	10535207	0.78	0.96	8	1	11740433
F2766	362.2173	26.57	2202	C17H28O7	singleton	25.65	28.14	3060	2367197	1.0	0.82	230	1	2387204
F2767	383.1526	27.23	2203	C22H23ClN2O2	singleton	26.44	28.14	3139	2368727	1.0	0.97	319	1	2425499
F2768	362.3034	27.23	2204	C21H41NO2	singleton	26.57	28.14	3061	767509	1.0	0.92	103	1	780514
F2769	476.3589	26.7	kp428_475.3516		M0,M+H+	25.52	27.49	3443	2729046	1.0	0.92	269	1	2745052
F2771	548.3009	26.04	kp151_547.2939		M0,M+H+	24.86	27.62	3563	24571213	1.0	0.98	2650	1	24593213
F2774	477.3689	2.73	_singleton_2206	C28H48N2O4	singleton	2.08	3.65	3445	2415148	1.0	0.82	302	1	2428148
F2775	549.8909	2.73	102833		singleton	2.21	4.18	3565	4469015	1.0	0.85	351	1	4507978
F2776	478.3894	0.5	2208	C29H48O4	singleton	0.11	1.16	3446	19214050	1.0	0.96	4710	1	19223050
F2777	550.8739	2.73	2209	C8HF16I	singleton	2.21	4.31	3566	2736934	1.0	0.83	376	1	2733373
F2780	385.9188	42.06	_singleton_2212	C6ClF13S	singleton	40.49	42.72	3143	1954985	1.0	0.86	186	1	1972991
F2781	385.9188	43.38	2213	C6ClF13S	singleton	42.72	44.43	3143	977489	1.0	0.71	148	1	991494
F2782	551.3291	25.52	2214	C34H45O3P	singleton	24.47	26.83	3568	1302768	1.0	0.93	134	1	1321776
F2783	551.5038	25.52	kp152_550.4963		M0,M+H+	24.73	26.57	3569	17211461	1.0	0.93	2516	1	17226461
F2785	552.2442	157.23	2215	C27H34O11	singleton	155.65	158.8	3571	3483697	1.0	0.98	222	1	3518846
F2787	480.1575	26.17	2216	C26H26FN3OS2	singleton	25.26	27.75	3450	5699288	1.0	0.99	667	1	5719296
F2788	480.2135	27.09	2217	C26H29N3O6	singleton	26.57	27.88	3451	677671	1.0	0.99	116	1	688675
F2789	481.314	26.44	2218	C23H48NO7P	singleton	25.39	27.75	3453	4411055	1.0	0.99	449	1	4430061
F2790	481.3636	157.36	2219	C30H50O3	singleton	155.92	158.94	3454	2220148	1.0	0.97	205	1	2281835
F2791	363.9667	27.75	_singleton_2220	C15H10Cl3NO2	singleton	26.44	28.67	3065	3717267	0.79	0.9	12	1	3792818
F2792	363.9667	32.21	_singleton_2221	C15H10Cl3NO2	singleton	30.9	33.79	3065	4090192	0.79	0.96	13	1	4156808
F2795	484.2543	26.17	kp153_483.2473		M0,M+H+	25.39	27.23	3456	10673511	1.0	0.94	1267	1	10688511
F2799	488.2648	27.09	_singleton_2225	C27H34O7	singleton	26.17	27.88	3459	764291	1.0	0.93	108	1	730490
F2800	488.2648	29.46	2226	C27H34O7	singleton	28.14	30.9	3459	2730294	1.0	0.85	255	1	2712019
F2802	488.3007	29.33	kp154_487.2935		M0,M+H+	28.54	30.64	3461	49825758	1.0	0.78	5690	1	49842758
F2805	385.9711	27.75	kp415_343.9374		M0,ACN	26.17	29.19	3144	15160868	0.83	0.88	7	1	16386378
F2806	385.9711	32.21	kp416_343.9374		M0,ACN	30.77	33.79	3144	11062423	0.81	0.97	6	1	12271917
F2815	364.2329	26.96	2236	C17H30O7	singleton	26.04	28.01	3068	1282300	1.0	0.96	126	1	1340601
F2817	386.2095	26.7	2237	C23H30O5	singleton	25.91	27.36	3145	872703	1.0	0.99	135	1	900777
F2818	364.3422	0.37	2238	C20H43NO3	singleton	0.11	1.03	3069	31518770	1.0	0.94	9199	1	31526770
F2821	364.7973	1.29	2239	C5H2ClI2N	singleton	0.63	1.68	3070	7961202	1.0	0.84	2060	1	7970202
F2822	491.2927	25.12	2240	C22H37F9	singleton	24.21	26.57	3468	1981501	1.0	0.88	210	1	2000638
F2823	492.4048	0.63	2241	C30H50O4	singleton	0.11	1.55	3469	210469514	1.0	0.95	49202	1	442824032
F2824	494.2853	157.36	kp136_493.2779		M0,M+H+	155.78	158.94	3470	37585047	1.0	0.96	2626	1	37610047
F2826	495.3791	157.36	2207	C28H48N2O4	singleton	155.92	158.94	3472	1352505	1.0	0.94	153	1	1390065
F2828	386.956	28.01	kp431_385.9484		M0,ACN	26.57	28.93	3147	3320723	1.0	0.93	8	1	3398373
F2829	386.956	32.21	kp432_385.9484		M0,M+H+	30.64	33.66	3147	2322789	1.0	0.96	6	1	2380743
F2835	496.4207	0.37	102834		singleton	0.11	1.16	3475	51144485	1.0	0.85	15680	1	51153485
F2836	497.2643	29.33	2246	C27H31N9O	singleton	28.28	30.9	3477	6018403	1.0	0.97	600	1	6075894
F2839	499.8763	362.17	kp434_498.869		M0,M+H+	360.73	363.75	3479	2563764	1.0	0.98	184	1	2587772
F2840	500.874	362.04	102836		singleton	360.86	363.62	3480	1580924	1.0	0.98	123	1	1616630
F2841	637.3055	25.78	kp156_636.2985		M0,M+H+	24.73	26.7	3791	114708695	1.0	0.97	14693	1	114724695
F2842	501.2608	27.23	2247	C25H39O7P	singleton	26.31	27.75	3482	814717	1.0	0.95	115	1	826721
F2845	502.2797	29.19	2248	C28H36O7	singleton	27.62	30.77	3484	10492563	1.0	0.99	749	1	10502367
F2846	554.1762	26.17	2249	C30H39ClSn	singleton	25.65	27.36	3578	24019021	0.86	0.82	3531	1	24033021
F2847	503.1077	25.65	2250	C26H23BrN4O2	singleton	24.6	26.96	3485	2847130	1.0	0.99	309	1	2866137
F2848	503.2751	29.06	kp158_502.2679		M0,M+H+	28.14	30.64	3486	42652108	1.0	0.94	4839	1	42672108
F2851	503.7535	1.29	2253	C10H7Br4N3	singleton	0.76	1.81	3488	28631742	1.0	0.89	7614	1	28640742
F2855	639.3408	25.65	2256	C31H48N4O7S	singleton	24.73	26.96	3796	4141848	1.0	0.98	466	1	4159855
F2856	642.6033	25.39	kp159_641.5961		M0,M+H+	24.73	25.91	3798	8730670	1.0	0.98	1590	1	8740670
F2860	505.8288	361.78	102838		singleton	360.33	363.35	3493	1900653	1.0	0.94	129	1	1949687
F2861	644.4934	0.5	kp160_643.4861		M0,M+H+	0.11	1.16	3800	48900628	1.0	0.96	2411	1	48909628
F2864	646.2564	25.65	2257	C25H43NO18	singleton	24.6	26.96	3802	4675045	1.0	0.99	519	1	4721756
F2868	386.9689	299.67	_singleton_2259	C7H8F7IO	singleton	299.01	300.72	3148	1152660	0.74	0.86	3	1	1140578
F2869	386.9689	301.38	_singleton_2260	C7H8F7IO	singleton	300.72	302.17	3148	1028631	0.73	0.9	3	1	998558
F2870	386.9689	304.27	_singleton_2261	C7H8F7IO	singleton	303.48	305.05	3148	990712	0.74	0.91	4	1	913671
F2871	386.9689	311.36	_singleton_2262	C7H8F7IO	singleton	310.18	312.41	3148	944745	0.73	0.85	3	1	936952
F2877	386.9689	384.5	_singleton_2268	C7H8F7IO	singleton	383.71	385.02	3148	4699190	0.81	0.78	3	1	4666488
F2887	647.5587	25.39	kp162_646.5516		M0,M+H+	24.6	26.96	3805	13537555	1.0	0.92	1418	1	13556555
F2888	555.1767	26.04	2278	C29H26ClF3N4O2	singleton	25.26	27.36	3584	14971568	1.0	0.93	1886	1	14988568
F2889	510.2593	157.62	kp137_509.252		M0,M+H+	156.05	159.2	3500	18527024	1.0	0.97	1220	1	18552024
F2891	512.4158	0.5	2279	C26H54O8	singleton	0.11	1.16	3502	74586858	1.0	0.96	10434	1	74595858
F2892	514.3164	29.33	kp163_513.3088		M0,M+H+	28.41	30.64	3503	16857738	1.0	0.77	1757	1	16875738
F2912	515.2756	26.83	kp150_473.2418		M0,ACN	25.65	27.75	3505	6767791	1.0	1.0	885	1	6834368
F2913	387.1799	28.93	kp164_386.173		M0,M+H+	28.14	30.51	3151	32540643	1.0	0.91	3383	1	32559643
F2914	387.1934	29.72	kp165_386.186		M0,M+H+	29.06	31.3	3152	14031536	1.0	0.94	1790	1	14049536
F2917	387.3106	32.87	2299	C22H40O4	singleton	31.43	34.32	3153	2858574	1.0	1.0	61	1	2905494
F2918	516.2962	28.93	2300	C29H41NO7	singleton	28.14	30.51	3508	5468750	1.0	0.89	568	1	5557311
F2921	518.369	25.78	kp166_517.3617		M0,M+H+	24.86	27.36	3511	22696984	1.0	0.99	2636	1	22716984
F2925	519.1391	25.52	2302	C19H24N4O10S	singleton	24.6	26.96	3513	2655827	1.0	0.94	278	1	2709551
F2926	519.2402	0.5	2303	C31H34O7	singleton	0.11	1.29	3514	72439119	1.0	0.97	17006	1	72449119
F2929	520.8323	259.06	kp433_497.8431		M0,Na/H	251.93	262.34	3517	4448936	1.0	0.9	46	1	4526976
F2934	523.3243	26.44	2305	C28H44N4O4	singleton	24.99	27.36	3520	2008919	1.0	0.74	205	1	2065464
F2937	556.1739	26.04	kp169_555.1653		M0,M+H+	25.26	27.23	3587	9139888	1.0	0.95	1132	1	9155888
F2938	556.2761	26.04	2306	C28H37N5O7	singleton	25.26	27.49	3588	2523395	1.0	0.97	292	1	2560087
F2939	556.4422	0.5	2307	C28H58O9	singleton	0.11	1.16	3589	76450942	1.0	0.98	18897	1	76459942
F2945	388.1713	291.79	kp435_387.1642		M0,M+H+	273.28	301.64	3156	18182434	1.0	0.93	94	1	18405610
F2952	653.4413	25.78	2312	C33H65O10P	singleton	24.73	27.36	3812	4110634	1.0	0.97	430	1	4141641
F2953	653.5716	26.17	2313	C40H74O5	singleton	25.26	26.96	3813	2146085	1.0	0.98	334	1	2112867
F2954	388.3422	0.5	2314	C22H43NO3	singleton	0.11	1.16	3160	34540284	1.0	0.98	8589	1	34549284
F2955	654.3323	25.78	kp170_653.3256		M0,M+H+	24.73	27.36	3814	172091028	1.0	0.98	19870	1	172112028
F2959	658.2923	25.65	2315	C35H45N3O6S	singleton	24.34	26.96	3818	4169130	1.0	1.0	446	1	4176559
F2960	660.3074	25.39	2316	C33H38N8O4S	singleton	24.47	26.04	3819	1079801	1.0	0.98	151	1	1092806
F2962	388.9497	3.39	_singleton_2317	C12H12BrN3O3S2	singleton	2.21	4.97	3161	4271853	1.0	0.76	11	1	4262275
F2964	660.5776	26.17	kp172_659.5704		M0,M+H+	25.65	27.49	3820	8942018	1.0	0.83	1098	1	8957018
F2965	558.2967	26.83	2319	C33H39N3O5	singleton	26.31	27.75	3594	931098	1.0	0.99	134	1	970178
F2967	526.2333	157.49	2320	C23H35N5O7S	singleton	156.05	159.07	3523	2078294	1.0	0.96	170	1	2118979
F2968	526.8746	2.86	102843		singleton	2.34	3.52	3524	1162304	1.0	0.96	219	1	1190413
F2969	558.8169	259.06	2321	C8Br2F16	singleton	252.72	263.79	3595	4726373	1.0	0.88	107	1	4800129
F2970	527.2825	250.49	2322	C26H40N4O6	singleton	249.18	251.67	3525	1242204	0.93	0.84	100	1	1242008
F2973	390.3219	28.67	2323	C21H41NO4	singleton	27.49	29.46	3168	4981907	1.0	0.99	580	1	5086099
F2976	559.8757	2.73	2324	C18H12Br2N2O2S3	singleton	2.08	4.31	3599	3396164	1.0	0.87	465	1	3397666
F2977	530.869	2.73	2325	C8F15I	singleton	2.21	3.92	3527	1194917	1.0	0.91	140	1	1208922
F2978	663.454	25.39	kp174_662.4465		M0,M+H+	23.94	26.96	3822	282641347	1.0	0.95	8	1	354432495
F2980	663.4794	25.78	2327	C37H68O8	singleton	25.12	26.44	3823	1041199	1.0	0.72	142	1	1095897
F2985	531.2745	26.04	kp436_530.2673		M0,M+H+	24.99	27.09	3529	30504219	1.0	0.99	3376	1	30521219
F2993	392.2275	27.36	2333	C18H30O8	singleton	26.17	28.14	3176	1502818	1.0	0.98	160	1	1538390
F2994	392.3133	27.75	kp466_1174.9269		M0,M+H+, 3x charged	27.09	28.28	3177	895889	1.0	0.99	171	1	905892
F2995	561.2704	0.63	2334	C30H38O9	singleton	0.11	1.03	3604	24143429	1.0	0.92	5925	1	24151429
F2998	394.3218	218.71	2335	C28H42O	singleton	217.14	220.29	3180	7000296	0.96	0.98	26	1	7044281
F2999	394.3531	27.75	2336	C22H47N2O2	singleton	26.31	28.54	3181	3045052	1.0	0.98	345	1	3063059
F3000	395.2059	26.17	2337	C21H28O6	singleton	25.26	27.75	3182	2218889	1.0	0.94	206	1	2238896
F3002	395.2771	28.41	2338	C21H40O5	singleton	27.49	29.59	3183	14657724	1.0	0.92	1952	1	14674724
F3003	396.3953	27.23	2339	C26H52O2	singleton	26.31	28.14	3186	1673722	1.0	0.92	199	1	1718580
F3008	668.3475	26.04	2341	C35H46N4O6S	singleton	25.12	27.36	3827	1890539	1.0	0.91	262	1	1937578
F3015	670.4678	25.78	kp180_669.4601		M0,M+H+	24.73	27.36	3830	19205637	1.0	0.96	2099	1	19226637
F3018	672.2721	25.65	2343	C25H44N7O11P	singleton	24.73	27.09	3832	10012936	1.0	0.97	1085	1	10031936
F3022	677.3354	25.52	2344	C30H54O15	singleton	24.6	26.17	3836	896072	1.0	0.84	126	1	909077
F3025	679.3646	25.91	2345	C30H49N9O9	singleton	24.6	26.83	3839	1540071	1.0	0.87	169	1	1558079
F3026	536.1656	25.39	kp181_535.1571		M0,M+H+	23.94	26.96	3536	29732217	1.0	0.97	42	1	29756217
F3027	397.0177	327.11	2346	C11H14BrN3O5S	singleton	325.54	328.69	3188	2625757	0.83	0.84	132	1	2648239
F3028	397.2013	26.17	kp182_396.194		M0,M+H+	25.12	26.96	3189	4297750	1.0	0.93	514	1	4312750
F3029	397.2013	28.67	kp183_396.1938		M0,M+H+	27.09	30.25	3189	34837608	1.0	0.99	3275	1	34862608
F3034	680.4804	25.39	kp185_679.473		M0,M+H+	23.94	26.96	3840	166474669	1.0	0.96	8	1	209134669
F3035	564.296	26.31	2195	C33H38O7	singleton	25.39	27.75	3613	3528510	1.0	0.98	353	1	3547518
F3040	398.2755	27.75	2350	C18H37NO7	singleton	27.09	28.41	3195	2043763	1.0	0.94	345	1	2217806
F3041	537.5703	25.26	102849		singleton	24.73	26.83	3541	6100990	1.0	0.91	177	1	6117995
F3042	399.2511	26.44	2351	C23H36O4	singleton	25.52	27.75	3196	2762415	1.0	0.99	308	1	2780423
F3043	400.8451	1.29	2352	N4O12Te	singleton	0.24	1.95	3197	103967830	1.0	0.94	20195	1	103981830
F3044	401.9087	362.17	2353	C15H11Br2NO	singleton	360.6	363.75	3199	5053295	1.0	0.97	342	1	5112747
F3047	403.3611	130.5	2355	C23H48O2Si	singleton	128.89	132.08	3203	4941898	1.0	1.0	423	1	4961631
F3048	682.3639	25.91	2356	C31H49N9O7	singleton	24.99	27.49	3844	2994799	1.0	0.87	266	1	3064896
F3049	403.829	1.42	102850		singleton	0.76	1.81	3204	11323382	1.0	0.87	2843	1	11332382
F3050	682.4473	25.52	2357	C37H64NO8P	singleton	24.73	26.96	3845	2712495	1.0	0.84	250	1	2773984
F3051	403.9043	362.04	2358	C14H10Br2ClN	singleton	360.6	363.62	3205	2470540	1.0	0.95	156	1	2521590
F3053	538.1638	25.39	2359	C27H29F3O6S	singleton	24.34	26.96	3544	8592801	1.0	0.98	62	1	8613801
F3054	403.9809	27.62	2360	C14H11IO3S	singleton	26.7	28.41	3206	1626952	0.9	0.95	14	1	1629018
F3055	404.2067	29.33	kp186_403.1995		M0,M+H+	28.28	30.9	3207	25706490	1.0	0.91	3167	1	25727490
F3056	404.2204	29.98	2361	C23H32O6	singleton	29.33	31.16	3208	2288917	1.0	0.98	297	1	2399719
F3060	405.0815	360.99	_singleton_2363	C19H16O10	singleton	359.42	361.25	3212	1001631	0.88	0.97	117	1	1058429
F3061	405.0815	362.57	2364	C19H16O10	singleton	361.25	364.01	3212	2224787	0.88	0.83	125	1	2229457
F3066	683.4897	25.65	102851		singleton	24.07	27.23	3847	3764004	1.0	0.96	11	1	3833947
F3067	684.2032	25.39	kp188_683.1945		M0,M+H+	24.47	26.96	3848	63228834	1.0	0.95	8261	1	63248834
F3068	406.1935	34.18	2366	C26H28ClNO	singleton	33.13	35.76	3216	2401371	1.0	0.97	214	1	2422379
F3072	406.8643	362.17	102852		singleton	360.6	363.75	3217	4470305	1.0	0.81	220	1	4536720
F3073	565.6032	25.78	kp191_564.596		M0,M+H+	24.86	27.09	3618	21518796	1.0	0.98	2259	1	21536796
F3074	407.1967	36.94	2367	C24H26N2O4	singleton	35.37	38.52	3219	5221615	1.0	0.96	448	1	5259576
F3076	408.3087	27.23	kp430_385.3194		M0,Na/H	26.44	28.14	3222	12932759	1.0	0.9	1574	1	12946759
F3077	408.3684	0.37	2369	C22H46O5	singleton	0.11	1.03	3223	50004629	1.0	0.85	16049	1	50012629
F3094	410.3744	27.36	2374	C26H50O3	singleton	26.7	28.14	3230	818667	1.0	0.98	116	1	830672
F3095	686.2018	25.39	2375	C23H31N12O8S2	singleton	24.47	26.7	3851	29587536	1.0	0.96	3920	1	29605536
F3096	411.2193	45.74	2376	C23H27FN4O2	singleton	44.16	47.32	3231	8180977	1.0	0.99	610	1	8207975
F3097	411.2513	28.14	2377	C24H36O4	singleton	27.36	28.67	3232	1629446	1.0	0.97	295	1	1640452
F3099	412.2202	45.74	2378	C19H22N8O2	singleton	44.3	47.32	3235	2362755	1.0	0.92	5	1	2432634
F3100	412.3906	27.49	2379	C26H52O3	singleton	26.57	27.88	3236	982637	1.0	0.97	157	1	1030409
F3104	539.1641	25.78	2380	C24H23N7O3S2	singleton	24.6	26.44	3547	2414555	1.0	0.94	322	1	2453793
F3105	539.2982	26.04	2381	C28H35N5O5	singleton	24.86	26.7	3548	1058955	1.0	0.94	138	1	1098862
F3106	414.2676	157.36	2382	C20H31F2N5O	singleton	156.18	158.41	3241	1133687	1.0	0.88	117	1	1151695
F3118	414.3003	157.36	kp198_413.2929		M0,M+H+	155.78	158.94	3242	325286506	1.0	0.98	9180	1	325311506
F3119	687.2015	25.39	2388	C29H33O18	singleton	24.6	26.04	3853	11529641	1.0	0.94	1684	1	11541641
F3121	688.2663	25.78	2389	C40H34N2O8	singleton	24.73	26.96	3855	5900210	1.0	0.99	675	1	5921803
F3122	688.5204	0.5	2390	C44H68N2O4	singleton	0.11	1.16	3856	32367694	1.0	0.96	7694	1	32376694
F3123	688.6088	26.17	kp199_687.6015		M0,M+H+	25.26	27.23	3857	11222923	1.0	0.95	1273	1	11238923
F3125	689.1991	25.39	2391	C33H35Cl2N3O6S	singleton	24.47	26.04	3858	1171037	1.0	0.95	167	1	1184042
F3131	693.5644	26.31	kp200_692.5569		M0,M+H+	24.73	27.88	3862	6831913	1.0	0.94	757	1	6921194
F3137	415.1784	28.67	2393	C20H28O6S	singleton	27.75	29.46	3247	31096925	1.0	0.96	3658	1	31110925
F3143	415.3421	32.21	2395	C24H46O5	singleton	31.43	33.79	3252	1322888	1.0	0.97	128	1	1341896
F3144	568.218	156.97	2396	C30H31NO9	singleton	155.65	158.54	3629	2443228	1.0	0.84	156	1	2487568
F3151	416.3736	0.37	2398	C24H47NO3	singleton	0.11	1.16	3260	130229963	1.0	0.92	36934	1	130238963
F3163	416.8474	259.85	102869		singleton	251.28	273.15	3261	10729361	1.0	0.86	15	1	10929092
F3164	417.2095	318.71	2399	C24H32O4S	singleton	317.27	320.29	3262	1692767	0.83	0.78	92	1	1695401
F3167	417.8469	1.29	2400	C10H8Br2NO4P	singleton	0.76	1.95	3267	2412970	1.0	0.97	484	1	2422973
F3168	418.2202	29.06	kp132_417.2133		M0,M+H+	27.49	30.25	3268	33887675	1.0	0.95	3035	1	33909675
F3171	419.3487	0.5	2402	C22H43NO5	singleton	0.11	1.16	3270	19906673	1.0	0.98	5502	1	19915673
F3172	420.3189	0.76	kp203_418.3083		13C/12C,M+H+	0.11	2.08	3274	330064939	1.0	0.98	98422	1	888111356
F3175	422.1346	33.53	2404	C17H17ClN6O4	singleton	32.48	34.97	3277	1056801	1.0	0.98	106	1	1084215
F3176	422.3479	32.87	2405	C23H47N2O3	singleton	31.56	34.45	3278	2183244	1.0	0.99	184	1	2206252
F3180	696.2694	25.39	kp157_695.2622		M0,M+H+	24.47	26.83	3867	7598583	1.0	0.97	790	1	7585895
F3182	423.9195	3.78	2408	C7H4F11I	singleton	2.47	5.39	3280	1841543	0.95	0.85	116	1	1900226
F3188	569.9371	249.83	kp205_568.9298		M0,M+H+	248.26	250.49	3632	17289397	0.73	0.86	3	1	18460644
F3192	424.0955	360.99	_singleton_2409	C19H19N3O5S	singleton	359.42	362.17	3281	5051681	1.0	0.97	27	1	5109749
F3193	424.0955	363.09	2410	C19H19N3O5S	singleton	362.17	364.67	3281	4765031	1.0	0.96	24	1	4813403
F3195	700.2354	25.52	2411	C29H33N9O12	singleton	24.47	26.83	3873	4846799	1.0	0.99	625	1	4865805
F3196	424.1691	299.41	2412	C16H28N2O11	singleton	297.83	300.85	3282	2847018	0.86	0.82	7	1	2931601
F3199	424.3633	0.5	2414	C22H46O6	singleton	0.11	1.29	3284	55203002	1.0	0.98	13922	1	55213002
F3200	424.9167	3.26	102875		singleton	2.34	4.83	3285	2082741	1.0	0.82	88	1	2110408
F3204	425.2216	28.14	2415	C23H26ClN5	singleton	27.09	28.67	3288	1703969	1.0	0.96	247	1	1716974
F3207	702.2133	25.78	kp207_701.2048		M0,M+H+	24.99	27.36	3877	50554773	1.0	0.95	6405	1	50573773
F3208	425.9087	361.78	2417	C13H7BrN4O4S2	singleton	360.47	363.35	3290	3391218	1.0	0.96	216	1	3375764
F3209	426.9066	362.17	2418	C16H10Br2N2O	singleton	360.6	363.62	3291	1612004	1.0	0.93	106	1	1681704
F3210	427.3032	32.87	2419	C22H44O6	singleton	31.3	34.45	3294	7823378	1.0	1.0	654	1	7919464
F3214	429.089	25.78	2420	C17H10F6N6O	singleton	24.47	27.36	3297	6984622	1.0	0.99	685	1	7016484
F3215	429.1472	0.9	2421	C28H22O3	singleton	0.24	1.16	3298	11490400	1.0	0.88	3137	1	11498400
F3216	430.0894	25.78	2422	C21H18O10	singleton	24.6	26.96	3301	2181999	1.0	0.98	214	1	2201009
F3217	430.193	287.98	kp437_429.1859		M0,M+H+	286.41	289.56	3302	1755954	1.0	0.9	111	1	1777414
F3218	430.2438	26.57	2423	C21H32O8	singleton	25.52	27.88	3303	3275696	1.0	0.99	333	1	3312957
F3220	430.3894	26.7	2424	C25H48O4	singleton	25.65	27.88	3304	3772159	1.0	0.99	437	1	3808927
F3221	430.8638	362.04	2425	C10H8I2O3	singleton	360.47	363.62	3305	4825608	0.92	0.91	237	1	4905582
F3224	432.2034	28.54	_singleton_2426	C23H30NO7	singleton	27.75	29.19	3308	14280955	0.88	0.84	2130	1	14292955
F3227	432.2656	28.8	2428	C24H31FN2O3	singleton	28.14	29.46	3311	10353732	1.0	0.74	1470	1	10364732
F3228	432.273	28.67	2429	C25H35NO4	singleton	27.75	29.98	3312	24229750	1.0	0.96	2601	1	24247750
F3229	704.2122	25.78	kp208_703.2033		M0,M+H+	24.73	26.31	3881	21934410	1.0	0.98	3085	1	21947410
F3231	705.2928	25.39	2430	C27H42N10O11	singleton	24.73	26.96	3883	3529811	1.0	0.94	369	1	3573729
F3240	572.9361	251.01	2437	C11H16Cl2N5O12P3	singleton	250.36	252.59	3641	17409118	0.71	0.97	3	1	18338260
F3246	574.3201	26.83	kp212_573.3127		M0,M+H+	25.78	27.88	3644	7680097	1.0	0.99	842	1	7730786
F3249	710.4792	26.04	102878		singleton	24.47	27.09	3888	4112379	1.0	0.92	318	1	4159930
F3253	576.2752	276.43	2438	C23H40N6O11	singleton	263.53	287.72	3648	9466705	1.0	0.88	110	1	9645932
F3254	576.2881	157.1	_singleton_2439	C33H35FN2O5	singleton	155.65	158.67	3649	2069805	1.0	0.99	158	1	2115658
F3267	726.4626	25.39	102882		singleton	23.81	26.7	3894	2425693	0.74	0.97	5	1	3037447
F3275	732.3414	25.52	kp171_690.3072		M0,ACN	24.34	27.09	3896	8093828	1.0	0.97	779	1	8119639
F3276	732.5471	0.5	2444	C36H74O13	singleton	0.11	1.16	3897	23879593	1.0	0.96	6131	1	23888593
F3281	734.4686	63.53	_singleton_2449	C37H67NO13	singleton	62.22	64.58	3898	1750870	1.0	0.95	155	1	1714020
F3282	734.4686	64.98	2450	C37H67NO13	singleton	64.58	66.03	3898	804552	1.0	0.98	111	1	771674
F3283	579.1683	26.31	2451	C25H32O14	singleton	25.65	27.62	3660	2290582	1.0	0.97	348	1	2365592
F3284	579.2626	157.1	2452	C30H42O9S	singleton	155.65	158.67	3661	1578599	1.0	0.82	105	1	1603749
F3285	579.2754	26.57	2453	C31H41Cl2NO4	singleton	26.04	27.62	3662	730484	1.0	0.96	116	1	755766
F3286	579.5349	25.52	kp215_578.5277		M0,M+H+	24.6	27.09	3663	29209307	1.0	0.94	4209	1	29229307
F3296	745.4718	25.78	kp216_743.4612		13C/12C,M+H+	24.47	27.09	3904	6963073	1.0	1.0	731	1	6938080
F3308	751.4106	6.84	2462	C48H45N8	singleton	6.18	8.28	3906	8392053	0.79	0.94	6	1	8711838
F3315	581.2427	25.52	2440	C33H35FN2O5	singleton	24.73	26.17	3669	1059459	1.0	0.98	165	1	1104098
F3321	581.9539	116.07	_singleton_2464	C24H13O10Sb	singleton	96.79	118.04	3673	7805654	1.0	0.89	7	1	7941500
F3322	581.9539	133.52	2465	C24H13O10Sb	singleton	118.04	202.43	3673	32510459	1.0	0.78	8	1	25414635
F3328	582.5936	3.26	kp226_581.5859		M0,M+H+	1.81	4.83	3674	9021427	0.88	0.77	9	1	9062509
