id_number	mz	rtime	empCpd	neutral_formula	ion_relation	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	214
F14600	722.5449	823.89	10952	C39H79O9P	singleton	820.76	825.45	9432	791709	0.73	0.81	15	1	754784
F14602	723.5393	626.34	_singleton_10954	C39H77N2O6P	singleton	624.75	627.61	9435	1513677	0.78	0.95	4	1	1522330
F14603	723.5393	630.13	_singleton_10955	C39H77N2O6P	singleton	627.61	631.71	9435	2128683	0.73	0.81	4	1	2145636
F14605	723.5393	644.96	_singleton_10956	C39H77N2O6P	singleton	641.18	648.11	9435	4509120	0.84	0.76	4	1	4518391
F14608	723.5393	667.89	_singleton_10958	C39H77N2O6P	singleton	664.12	669.46	9435	2954194	0.73	0.72	3	1	2210364
F14611	723.5393	800.95	_singleton_10961	C39H77N2O6P	singleton	797.17	804.72	9435	3378707	0.72	0.85	19	1	3442581
F14613	723.5393	811.34	_singleton_10963	C39H77N2O6P	singleton	809.76	815.11	9435	2198901	0.73	0.87	20	1	2167101
F14635	726.5583	800.0	_singleton_10980	C49H74O4	singleton	796.22	803.78	9439	10623792	0.84	0.86	7	1	10611211
F14654	727.5732	702.43	_singleton_10996	C39H81N2O6P	singleton	699.59	704.0	9442	2927235	0.76	0.87	3	1	2950108
F14655	727.5732	705.57	_singleton_10997	C39H81N2O6P	singleton	704.0	707.15	9442	2046555	0.73	0.77	3	1	2077321
F14656	727.5732	710.61	_singleton_10998	C39H81N2O6P	singleton	707.15	714.4	9442	4540440	0.74	0.9	3	1	4639294
F14657	727.5732	734.52	_singleton_10999	C39H81N2O6P	singleton	731.06	737.34	9442	2931077	0.73	0.81	4	1	2950625
F14658	727.5732	741.74	_singleton_11000	C39H81N2O6P	singleton	737.97	743.31	9442	3118915	0.73	0.87	4	1	3053919
F14659	727.5732	744.88	_singleton_11001	C39H81N2O6P	singleton	743.31	746.77	9442	2192434	0.73	0.9	4	1	2183538
F14663	727.5732	772.93	_singleton_11005	C39H81N2O6P	singleton	770.72	775.13	9442	2039164	0.72	0.89	3	1	2064123
F14696	729.037	718.16	kp1713_728.0302		M0,M+H+	714.4	721.93	9446	12249909	1.0	0.92	764	1	12334719
F14697	729.5378	719.1	112537		singleton	715.34	722.87	9447	8524277	1.0	0.87	532	1	8653914
F14702	730.0721	823.89	112539		singleton	820.44	827.64	9451	9159706	1.0	0.85	687	1	9136659
F14763	802.5438	741.74	_singleton_11065	C20H4Br4Cl4O5	singleton	738.6	743.31	9672	1484139	0.75	0.8	4	1	1350779
F14767	802.5438	784.89	kp2400_1604.0824		M0,M+H+, 2x charged	782.37	788.35	9672	2541270	0.82	0.73	4	1	2549227
F14789	803.5538	824.2	kp2418_1606.101		M0,M+H+, 2x charged	822.64	826.7	9677	1617812	1.0	0.92	9	1	1678114
F14803	732.606	697.7	_singleton_11079	C42H85O7P	singleton	696.13	699.59	9457	5923341	0.8	0.81	3	1	6033144
F14805	732.606	709.98	_singleton_11081	C42H85O7P	singleton	708.41	712.19	9457	6548600	0.8	0.74	3	1	6587382
F14807	732.606	728.22	_singleton_11083	C42H85O7P	singleton	726.02	731.37	9457	8381288	0.8	0.84	3	1	8399214
F14820	732.606	785.84	_singleton_11096	C42H85O7P	singleton	783.32	789.3	9457	10867964	0.82	0.93	3	1	10851919
F14831	734.4943	810.08	11104	C38H72NO10P	singleton	806.3	813.85	9460	1213363	1.0	0.72	104	1	1286599
F14836	735.3217	779.22	11109	C35H52O15	singleton	775.76	782.37	9462	2255257	0.79	0.88	139	1	2321364
F14838	736.5955	819.82	kp1720_735.5877		M0,M+H+	816.05	818.56	9464	6509624	0.73	0.98	635	1	2358202
F14840	737.097	822.01	kp2419_1472.1836		13C/12C, 2x charged,M+H+, 2x charged	818.25	825.77	9465	12882331	0.88	0.95	660	1	12912097
F14842	738.023	721.3	11111	C15H25N5O20P4	singleton	717.53	725.07	9467	1385645	1.0	0.93	118	1	1379814
F14843	739.6039	818.56	kp1721_738.5964		M0,M+H+	814.8	822.01	9468	21993686	0.73	0.87	1317	1	22017686
F14847	809.648	684.82	_singleton_11113	C45H91N2O6P	singleton	681.36	687.33	9694	1524050	0.77	0.87	3	1	1457784
F14860	809.648	789.3	_singleton_11125	C45H91N2O6P	singleton	787.72	791.82	9694	1692322	0.77	0.91	4	1	1646103
F14861	809.648	794.34	_singleton_11126	C45H91N2O6P	singleton	791.82	797.17	9694	2221049	0.78	0.89	4	1	2150900
F14867	740.6075	823.89	kp1722_738.5967		13C/12C,M+H+	825.77	827.33	9471	4510182	0.74	0.98	503	1	1005222
F14868	741.0367	717.85	kp1723_740.0294		M0,M+H+	714.08	721.61	9472	7987604	1.0	0.94	477	1	7956161
F14897	743.0518	718.16	11138	C17H12F21NO4S	singleton	715.65	721.93	9478	2197504	1.0	0.9	176	1	2263224
F14916	744.5877	700.85	_singleton_10047	C42H82NO7P	singleton	699.28	703.37	9483	5380262	0.83	0.9	3	1	5426642
F14917	744.5877	704.94	_singleton_10048	C42H82NO7P	singleton	703.37	707.46	9483	5234473	0.83	0.75	3	1	5219841
F14918	744.5877	709.98	_singleton_10049	C42H82NO7P	singleton	707.46	712.19	9483	6140082	0.84	0.74	3	1	6188346
F14919	744.5877	713.77	_singleton_10050	C42H82NO7P	singleton	712.19	715.03	9483	4099462	0.84	0.89	4	1	4077099
F14920	744.5877	715.97	_singleton_10051	C42H82NO7P	singleton	715.03	719.1	9483	5552812	0.84	0.79	3	1	5503780
F14921	744.5877	722.55	_singleton_10052	C42H82NO7P	singleton	720.98	723.18	9483	2916023	0.8	0.92	3	1	2938077
F14923	744.5877	735.46	kp1728_743.5803		M0,M+H+	732.32	738.6	9483	8118099	0.84	0.72	4	1	8272682
F14924	744.5877	742.05	kp1729_743.5803		M0,M+H+	738.6	744.25	9483	7867492	0.84	0.91	4	1	7885659
F14925	744.5877	745.83	_singleton_10054	C42H82NO7P	singleton	744.25	744.88	9483	4118666	0.84	0.94	4	1	1048877
F14928	744.5877	756.86	_singleton_10057	C42H82NO7P	singleton	755.91	758.43	9483	4029932	0.85	0.92	4	1	4114647
F14931	744.5877	773.55	kp1731_743.5803		M0,M+H+	769.78	774.81	9483	7681945	0.85	0.81	4	1	7708405
F14933	744.5877	787.41	kp1429_743.5816		M0,M+H+	784.26	789.61	9483	8256572	0.84	0.74	4	1	8358256
F14934	744.5877	794.02	kp1430_743.5812		M0,M+H+	790.24	796.54	9483	10481078	0.84	0.86	5	1	10534821
F14936	744.5877	803.78	10060	C42H82NO7P	singleton	802.84	805.36	9483	4007137	0.84	0.95	4	1	3986094
F14937	744.5877	813.22	kp1434_743.5803		M0,M+H+	809.45	815.74	9483	9099617	0.84	0.84	3	1	9193073
F14938	744.5877	817.31	kp1732_743.5812		M0,M+H+	815.74	820.76	9483	6643846	0.84	0.85	3	1	6682005
F14959	815.5886	820.13	kp1733_814.5809		M0,M+H+	816.37	820.76	9710	4899152	0.94	0.96	445	1	4956191
F14960	815.5886	823.57	11157	C42H71N9O6	singleton	820.76	827.33	9710	10155924	1.0	0.72	631	1	10066457
F14994	816.5911	827.02	11167	C46H84NO7P	singleton	825.45	828.9	9714	1977784	0.79	0.94	65	1	1925449
F15003	747.5704	735.46	_singleton_10089	C41H80NO8P	M(C13)+H[1+]	732.95	737.03	9489	4034993	0.78	0.89	3	1	3966849
F15004	747.5704	739.54	112579		singleton	737.03	741.74	9489	4601492	0.78	0.72	3	1	4626045
F15006	747.5704	751.5	_singleton_10091	C41H80NO8P	M(C13)+H[1+]	747.72	754.96	9489	7185017	0.78	0.75	3	1	7243670
F15008	747.5704	760.01	112581		singleton	758.43	761.58	9489	3217505	0.79	0.85	3	1	3186321
F15014	747.5704	800.95	112583		singleton	799.37	802.52	9489	3202325	0.79	0.8	3	1	3178355
F15036	750.0425	776.08	112592		singleton	774.5	778.28	9495	1419854	0.71	0.72	4	1	1476364
F15038	750.0425	789.61	kp1739_749.0355		M0,M+H+	785.84	793.39	9495	4670133	0.72	0.78	8	1	4709551
F15039	750.0425	799.69	kp1740_749.0355		M0,M+H+	796.85	801.89	9495	3097221	0.74	0.88	10	1	3056783
F15040	750.0425	805.36	kp2423_1499.0772		M0,M+H+, 2x charged	801.89	809.13	9495	4535409	0.73	0.74	9	1	4551590
F15042	750.0425	823.89	kp1741_749.0355		M0,M+H+	820.76	827.64	9495	6547885	0.84	0.91	11	1	6546783
F15053	750.5436	754.65	_singleton_11178	C41H78NO7P	singleton	752.76	756.23	9496	1526655	0.75	0.86	3	1	1590232
F15054	750.5436	763.16	kp2421_1499.0772		13C/12C, 2x charged,M+H+, 2x charged	761.27	764.73	9496	2032593	0.77	0.9	4	1	2068626
F15055	750.5436	766.62	_singleton_11179	C41H78NO7P	singleton	764.73	769.15	9496	2723933	0.78	0.92	5	1	2686104
F15057	750.5436	781.43	kp2422_1499.0772		13C/12C, 2x charged,M+H+, 2x charged	778.91	783.95	9496	3227946	0.78	0.86	4	1	3223697
F15058	750.5436	785.52	_singleton_11180	C41H78NO7P	singleton	783.95	786.78	9496	2094622	0.8	0.91	5	1	2063581
F15059	750.5436	790.56	_singleton_11181	C41H78NO7P	singleton	786.78	793.71	9496	5294053	0.83	0.93	5	1	5304356
F15060	750.5436	795.28	kp2425_1500.081		M0,M+H+, 2x charged	793.71	796.54	9496	2115537	0.79	0.84	4	1	2200963
F15061	750.5436	800.32	_singleton_11182	C41H78NO7P	singleton	796.54	802.21	9496	4766471	0.85	0.83	6	1	4708787
F15063	750.5436	807.24	11183	C41H78NO7P	singleton	805.36	809.45	9496	3067579	0.8	0.86	5	1	3076727
F15064	750.5436	818.56	kp1712_727.5526		M0,Na/H	816.05	821.7	9496	5223096	0.88	0.88	5	1	5287445
F15065	750.5436	823.89	kp1742_727.5531		M0,Na/H	821.7	827.64	9496	5292543	0.87	0.97	7	1	5423192
F15136	823.3122	612.03	11222	C42H51ClN4O9S	singleton	610.12	615.85	9732	1622067	1.0	0.91	167	1	1675967
F15159	755.5396	795.91	_singleton_11229	C37H67N7O8	singleton	794.65	798.43	9509	5853484	0.71	0.82	5	1	5860344
F15160	755.5396	801.58	kp2533_1509.5701		M0,M+H+, 2x charged	800.32	803.47	9509	4711265	0.72	0.8	6	1	4679850
F15171	756.1712	44.48	kp1752_755.1635		M0,M+H+	41.95	48.28	9512	5564154	0.77	0.77	53	1	5630408
F15174	756.3373	437.09	_singleton_11238	C42H47N5O7	singleton	434.76	439.71	9513	1184798	0.91	0.98	141	1	1200804
F15175	756.3373	448.3	11239	C42H47N5O7	singleton	446.34	452.28	9513	1588666	0.95	0.96	43	1	1616956
F15176	756.3373	494.91	kp1751_754.3255		13C/12C,M+H+	490.98	498.87	9513	8459372	1.0	0.96	479	1	8477209
F15180	757.0675	823.57	kp2181_756.06		M0,M+H+	820.44	827.33	9515	19313571	0.71	0.79	1285	1	19336571
F15183	758.073	817.0	kp1753_756.0613		13C/12C,M+H+	813.22	817.94	9519	2933085	0.74	0.9	359	1	2854906
F15195	758.4946	690.46	_singleton_11247	C38H74NO10P	singleton	689.21	692.04	9522	1674252	0.76	0.88	5	1	1747866
F15196	758.4946	693.61	_singleton_11248	C38H74NO10P	singleton	692.04	694.87	9522	1444746	0.79	0.78	4	1	1327528
F15197	758.4946	696.44	_singleton_11249	C38H74NO10P	singleton	694.87	697.7	9522	1456552	0.76	0.9	5	1	1401538
F15199	758.4946	733.26	kp1756_757.487		M0,M+H+	730.11	735.46	9522	2107491	0.79	0.8	7	1	2278403
F15201	758.4946	744.88	kp1757_757.487		M0,M+H+	743.62	746.77	9522	2232620	0.74	0.92	10	1	2296275
F15202	758.4946	751.5	_singleton_11251	C38H74NO10P	singleton	750.87	754.02	9522	1206530	0.73	0.84	7	1	1284220
F15203	758.4946	757.49	kp1758_757.487		M0,M+H+	754.02	759.69	9522	3317221	0.77	0.82	9	1	3397685
F15207	758.4946	782.37	kp1760_757.487		M0,M+H+	779.85	783.63	9522	2723701	0.74	0.76	12	1	2589804
F15220	833.585	790.87	_singleton_11264	C44H83NO13	singleton	789.3	792.45	9744	4080799	0.73	0.85	3	1	4101091
F15221	833.585	796.22	_singleton_11265	C44H83NO13	singleton	794.65	797.48	9744	3851795	0.74	0.95	3	1	3900576
F15222	833.585	799.06	_singleton_11266	C44H83NO13	singleton	797.48	801.26	9744	4561621	0.73	0.85	3	1	4629812
F15246	758.5937	682.62	_singleton_11285	C42H83N2O7P	singleton	678.85	684.19	9524	5412446	0.74	0.72	3	1	5350554
F15247	758.5937	701.48	_singleton_11286	C42H83N2O7P	singleton	697.7	704.0	9524	7371082	0.77	0.77	4	1	6956508
F15248	758.5937	706.52	_singleton_11287	C42H83N2O7P	singleton	704.0	709.04	9524	6439431	0.76	0.96	4	1	6564442
F15249	758.5937	710.61	_singleton_11288	C42H83N2O7P	singleton	709.04	712.19	9524	4270806	0.8	0.88	5	1	4404327
F15250	758.5937	715.03	_singleton_11289	C42H83N2O7P	singleton	712.19	718.16	9524	7753494	0.77	0.72	4	1	7899428
F15258	758.5937	806.61	_singleton_11297	C42H83N2O7P	singleton	805.36	808.19	9524	3472383	0.72	0.92	12	1	3648976
F15261	758.5937	819.5	11300	C42H83N2O7P	singleton	817.94	821.07	9524	4221576	0.71	0.81	12	1	3372340
F15276	835.6613	729.79	_singleton_11311	C57H86O4	singleton	726.65	731.37	9750	1675887	0.73	0.86	3	1	1729645
F15277	835.6613	735.14	_singleton_11312	C57H86O4	singleton	731.37	737.65	9750	2157632	0.74	0.81	3	1	2141719
F15280	835.6613	750.24	_singleton_11315	C57H86O4	singleton	747.09	754.02	9750	2540233	0.73	0.72	3	1	2591093
F15281	835.6613	759.06	_singleton_11316	C57H86O4	singleton	755.28	760.64	9750	2259278	0.74	0.88	4	1	2314338
F15282	835.6613	762.53	_singleton_11317	C57H86O4	singleton	760.64	764.73	9750	2101320	0.76	0.75	5	1	2089827
F15283	835.6613	767.88	_singleton_11318	C57H86O4	singleton	764.73	771.04	9750	2826939	0.76	0.78	4	1	2855609
F15285	835.6613	800.95	11320	C57H86O4	singleton	798.43	804.72	9750	2724401	0.75	0.74	4	1	2728611
F15300	758.6588	801.26	112625		singleton	799.06	805.04	9527	2801886	0.72	0.81	6	1	2855178
F15301	758.6588	811.02	112626		singleton	809.45	814.48	9527	2574225	0.72	0.83	5	1	2559833
F15302	759.2509	480.21	kp1765_758.2438		M0,M+H+	478.96	483.06	9529	25712044	1.0	0.99	3528	1	25726044
F15310	759.4973	749.29	_singleton_11324	C38H68N6O8	singleton	747.4	752.44	9530	2044806	0.71	0.86	3	1	2102658
F15315	759.4973	789.93	kp1761_757.487		13C/12C,M+H+	786.46	791.5	9530	2285928	0.71	0.85	7	1	2412892
F15316	759.4973	793.08	_singleton_11326	C38H68N6O8	singleton	791.5	796.22	9530	1885621	0.71	0.93	6	1	1948279
F15353	839.6326	750.24	112640		singleton	747.72	754.02	9755	7459119	0.81	0.77	3	1	7518044
F15354	839.6326	757.17	112641		singleton	754.96	758.75	9755	4500571	0.82	0.72	3	1	4564030
F15355	839.6326	762.21	112642		singleton	758.75	765.05	9755	7646657	0.83	0.78	3	1	7731846
F15356	839.6326	767.88	112643		singleton	765.05	769.15	9755	5002765	0.82	0.76	3	1	4994374
F15357	839.6326	774.18	kp1767_838.6256		M0,M+H+	772.93	776.08	9755	3729114	0.81	0.95	3	1	3704603
F15358	839.6326	779.54	kp2164_800.6715		M0,K/H	776.08	780.8	9755	5136142	0.8	0.89	3	1	5107442
F15359	839.6326	782.37	112644		singleton	780.8	783.95	9755	3575597	0.8	0.75	3	1	3557301
F15360	839.6326	787.09	kp1768_800.671		M0,K/H	783.95	788.67	9755	5647670	0.82	0.87	3	1	5669451
F15362	839.6326	801.89	kp1769_800.671		M0,K/H	798.74	803.78	9755	6065038	0.82	0.86	3	1	6137164
F15391	846.5469	691.41	112648		singleton	687.95	694.56	9758	1536862	0.92	0.71	26	1	1521682
F15392	846.5469	697.7	112649		singleton	694.56	701.17	9758	1043105	0.9	0.85	23	1	1073000
F15416	762.545	823.89	11377	C40H80O4Sn	singleton	820.44	827.02	9539	1727534	0.72	0.91	6	1	1757355
F15429	872.1825	44.48	kp1772_871.1744		M0,M+H+	42.59	48.28	9775	5943158	1.0	0.78	560	1	6000693
F15452	925.095	44.48	_singleton_11399	C27H35N7O22P3	singleton	42.59	48.28	9782	4717948	1.0	0.82	388	1	4736731
F15453	925.095	49.55	11400	C27H35N7O22P3	singleton	48.28	53.04	9782	1832449	1.0	0.94	176	1	1871229
F15454	991.669	673.53	kp1773_990.6612		M0,M+H+	671.03	677.28	9784	220098900	1.0	0.94	25527	1	220119900
F15472	764.5199	767.88	_singleton_11408	C41H76NO8P	singleton	766.62	769.46	9547	5785834	0.75	0.89	3	1	5776743
F15474	764.5199	773.87	_singleton_11409	C41H76NO8P	singleton	772.61	775.45	9547	5354136	0.74	0.83	3	1	5272644
F15475	764.5199	776.7	_singleton_11410	C41H76NO8P	singleton	775.45	777.65	9547	4376936	0.74	0.97	3	1	4435426
F15509	121.0251	251.51	112655		singleton	247.56	255.19	9825	3036929	1.0	0.94	241	1	3076092
F15510	131.0817	44.17	kp1872_89.0478		M0,ACN	40.34	47.01	9833	12799965	0.74	0.92	6	1	12780791
F15517	133.0986	33.37	4258	C8H14	singleton	32.43	35.26	9835	11691759	1.0	0.83	2016	1	11701759
F15519	135.0472	48.59	11425	C5H10O2S	singleton	44.8	52.41	9837	1860723	1.0	0.86	6	1	1876496
F15522	141.0409	37.15	_singleton_3832	C4H10S2	singleton	35.26	38.74	9841	6252823	0.75	0.83	131	1	6264823
F15523	141.0409	40.99	3833	C4H10S2	singleton	38.74	44.8	9841	8359894	0.77	0.96	184	1	8379894
F15525	145.0973	32.74	_singleton_11427	C6H12N2O2	singleton	31.09	35.57	9842	1017366	0.75	0.89	15	1	1031370
F15526	145.0973	45.43	11428	C6H12N2O2	singleton	41.63	47.01	9842	1707371	0.77	0.89	21	1	1765676
F15527	146.0535	99.85	_singleton_11429	C2H3F3N2O	singleton	96.06	101.11	9843	3430581	1.0	0.9	247	1	3397374
F15528	146.0535	102.37	11430	C2H3F3N2O	singleton	101.11	106.17	9843	2888525	1.0	0.95	243	1	2833494
F15529	147.113	33.37	_singleton_5406	C6H11NO2	singleton	31.6	35.26	9845	4298865	1.0	0.87	18	1	4324374
F15536	147.1165	516.51	_singleton_3187	C11H14	singleton	512.91	520.39	9846	3857808	0.99	0.9	3	1	3976216
F15540	148.0793	33.05	2795	C6H10OS	singleton	31.6	35.57	9847	940902	0.89	0.91	76	1	1004819
F15542	152.0087	33.99	_singleton_11431	C3H3F2N3S	singleton	31.09	35.57	9849	2784234	0.77	0.94	359	1	2806569
F15543	152.0087	40.99	11432	C3H3F2N3S	singleton	38.1	44.48	9849	4401297	0.76	0.95	401	1	4421092
F15545	152.0462	442.53	_singleton_4882	C8H8O3	singleton	438.75	446.34	9850	1485297	1.0	0.96	166	1	1512104
F15546	152.0462	480.21	4883	C8H8O3	singleton	476.7	484.03	9850	3885571	1.0	0.98	347	1	3907294
F15548	153.1015	293.44	11433	C8H9NO	singleton	292.14	295.42	9853	1218948	1.0	0.91	12	1	1235254
F15549	155.0336	345.02	11434	C3H10NO4P	singleton	341.09	348.92	9855	3327655	1.0	0.99	42	1	3356427
F15550	155.967	845.6	112657		singleton	831.75	858.93	9856	4096203	1.0	0.92	113	1	4175071
F15551	156.0804	378.09	11435	C11H9N	singleton	374.07	381.72	9857	1331351	1.0	1.0	150	1	1352723
F15552	159.0601	317.66	11436	C8H12Si	singleton	313.71	321.31	9859	1932853	1.0	0.93	125	1	1953012
F15553	159.0705	316.02	11437	C5H10F2N2	singleton	313.04	319.98	9860	1935956	1.0	0.87	128	1	1991943
F15557	165.0574	54.3	11438	C6H10O2S	singleton	50.83	58.11	9867	24345080	1.0	0.91	1338	1	24369080
F15558	169.0352	36.84	11439	C5H4N4O3	singleton	33.05	38.1	9868	868429690	0.97	0.93	1264	1	1894817184
F15559	169.0352	40.99	kp1782_168.028		M0,M+H+	38.1	44.8	9868	1105758058	1.0	0.96	1793	1	2268812432
F15560	169.041	33.99	kp2572_505.1079		M0,M+H+, 3x charged	31.09	35.57	9869	3668237	1.0	0.98	482	1	3651806
F15561	169.041	37.15	kp1869_132.0573		M0,HCl	35.57	38.74	9869	4671868	1.0	0.94	642	1	4528525
F15562	169.041	40.02	11440	C5H10N2OS	singleton	38.74	43.22	9869	6113649	1.0	0.86	645	1	5809973
F15564	171.0398	40.66	11442	C6H6N2O4	singleton	39.06	44.17	9871	8761280	0.88	0.96	1036	1	8778280
F15566	172.0369	181.83	3424	C8H7NO2	singleton	177.76	185.87	9873	9004945	1.0	0.97	86	1	9070674
F15572	177.1639	597.76	_singleton_3748	C13H20	singleton	594.55	601.58	9876	6717446	1.0	0.91	6	1	7154897
F15578	179.0342	345.02	11446	C6H5FO4	singleton	342.09	348.92	9879	1043605	1.0	0.99	31	1	1058807
F15585	180.0873	142.07	_singleton_2855	C6H10O5	singleton	138.3	146.2	9882	2736585	0.84	0.92	12	1	2770093
F15586	180.0873	196.38	2856	C6H10O5	singleton	192.29	200.43	9882	8069308	1.0	1.0	51	1	8093636
F15591	181.0854	480.21	kp254_144.1019		M0,HCl	476.37	484.03	9886	1054622243	1.0	1.0	803	1	4847930926
F15596	183.0895	479.59	kp1786_182.0824		M0,M+H+	477.03	483.38	9893	15632082	1.0	0.94	1604	1	15653082
F15597	183.0992	197.4	_singleton_11454	C8H16O3	singleton	193.32	201.43	9894	6761713	0.97	0.97	369	1	6833850
F15598	183.0992	378.75	11455	C8H16O3	singleton	375.08	381.72	9894	6673696	1.0	1.0	54	1	6694706
F15599	183.1147	291.17	kp1787_182.1075		M0,M+H+	287.68	295.09	9895	137029797	1.0	0.95	4587	1	137053797
F15602	188.0371	264.68	11457	C7H6O3S	singleton	261.63	268.73	9899	8561183	0.73	0.93	621	1	8579086
F15603	190.0493	254.85	kp1788_189.0419		M0,M+H+	250.86	258.92	9901	34546859	1.0	0.98	181	1	34571859
F15607	191.0328	829.85	11460	C5H9FO5	singleton	827.33	833.67	9903	20702672	0.9	0.79	15	1	20872969
F15609	191.0815	37.15	_singleton_4177	C10H7NO2	singleton	33.68	40.34	9906	4208218	0.95	0.93	54	1	4198530
F15610	191.0815	99.53	_singleton_4178	C10H7NO2	singleton	95.74	101.42	9906	3424205	0.94	0.99	31	1	3497091
F15611	191.0815	102.37	4179	C10H7NO2	singleton	101.42	106.17	9906	2775429	0.94	0.95	31	1	2794886
F15612	191.1064	387.98	_singleton_4072	C12H12O	singleton	385.99	392.01	9907	2479908	0.76	0.91	6	1	2498908
F15617	191.1064	447.65	_singleton_4077	C12H12O	singleton	443.78	451.61	9907	6242666	1.0	0.83	10	1	6267666
F15618	191.1064	455.52	kp1789_190.099		M0,M+H+	452.94	459.44	9907	11251739	1.0	0.97	21	1	11272739
F15621	191.1064	495.57	_singleton_4080	C12H12O	singleton	491.97	497.88	9907	4771722	0.89	0.88	6	1	4790722
F15624	193.0465	257.9	2816	C8H10O4	singleton	253.84	261.97	9909	2620795	1.0	0.99	90	1	2650560
F15625	193.05	380.4	_singleton_11461	C10H6O3	singleton	376.77	382.06	9910	2464750	1.0	0.99	24	1	2460566
F15626	193.05	384.05	11462	C10H6O3	singleton	382.06	387.98	9910	3468491	1.0	0.97	31	1	3493805
F15630	195.1011	480.21	kp116_194.094		M0,M+H+	476.37	484.03	9914	494193130	1.0	0.98	68	1	494218130
F15632	195.1011	521.06	kp117_194.0939		M0,M+H+	517.16	524.97	9914	539632895	1.0	0.95	82	1	539657895
F15633	195.1011	528.88	kp1792_194.094		M0,M+H+	526.6	532.46	9914	116582296	0.93	0.92	13	1	116601296
F15641	195.1019	521.06	_singleton_11470	C11H14O3	singleton	517.16	524.97	9915	539632895	1.0	0.95	82	1	539657895
F15642	195.1019	528.88	_singleton_11471	C11H14O3	singleton	526.6	532.46	9915	116582296	0.93	0.92	13	1	116601296
F15644	197.0663	167.52	_singleton_3798	C7H8N4O3	singleton	163.75	171.64	9916	2713209	0.71	0.91	21	1	2746836
F15645	197.0663	204.07	3799	C7H8N4O3	singleton	201.1	206.99	9916	3281307	0.94	0.92	72	1	3296819
F15671	199.0636	250.2	kp130_197.0532		13C/12C,M+H+	246.22	254.17	9919	427207070	1.0	0.99	691	1	427232070
F15673	202.0571	204.07	4848	C5H4N4O4	singleton	200.1	207.96	9922	3451613	0.96	0.85	190	1	3542958
F15675	207.101	406.12	_singleton_11498	C10H13N3O2	singleton	402.11	410.07	9923	2410583	0.71	0.96	7	1	2462663
F15677	207.101	469.07	_singleton_11500	C10H13N3O2	singleton	465.41	472.72	9923	2786625	0.9	0.97	6	1	2826845
F15678	207.101	480.84	_singleton_11501	C10H13N3O2	singleton	477.03	484.69	9923	3452348	0.72	0.97	4	1	3504950
F15680	207.101	517.48	_singleton_11503	C10H13N3O2	singleton	513.57	519.75	9923	3625031	0.91	0.98	8	1	3667346
F15681	207.101	524.97	_singleton_11504	C10H13N3O2	singleton	522.36	528.88	9923	5766476	1.0	0.98	12	1	5803689
F15682	207.101	542.57	11505	C10H13N3O2	singleton	538.66	545.48	9923	4389733	1.0	0.96	16	1	4428242
F15683	211.1305	252.83	_singleton_4918	C10H20O3	singleton	250.86	255.87	9924	1050376	0.84	0.95	48	1	1066376
F15684	211.1305	266.36	_singleton_4919	C10H20O3	singleton	263.67	270.43	9924	2219116	1.0	0.92	90	1	2240116
F15685	211.1305	273.48	_singleton_4920	C10H20O3	singleton	270.43	275.85	9924	1659037	0.99	0.95	69	1	1676037
F15686	211.1305	342.09	_singleton_4921	C10H20O3	singleton	339.07	345.02	9924	4589448	1.0	0.97	231	1	4608448
F15687	211.1305	358.27	_singleton_4922	C10H20O3	singleton	355.94	361.3	9924	894226	0.78	0.89	104	1	911226
F15688	211.1305	406.12	_singleton_4923	C10H20O3	singleton	404.46	408.43	9924	980790	0.81	0.74	7	1	993790
F15690	211.1305	447.65	_singleton_4925	C10H20O3	singleton	444.73	450.95	9924	3523310	1.0	0.92	37	1	3543310
F15691	211.1305	463.09	4926	C10H20O3	singleton	460.76	465.77	9924	1540060	0.98	0.81	14	1	1556060
F15692	211.1305	492.95	kp1793_210.1231		M0,M+H+	490.0	496.9	9924	12666184	1.0	0.97	103	1	12688184
F15693	213.0734	268.39	_singleton_5054	C8H14O5	singleton	264.34	269.41	9925	11878527	0.71	0.82	20	1	11894527
F15694	213.0734	276.19	_singleton_5055	C8H14O5	singleton	273.82	279.92	9925	13957926	0.71	0.93	22	1	13976926
F15696	215.1069	418.09	_singleton_11506	C14H12O	singleton	415.1	422.08	9928	2042978	0.92	0.93	28	1	2066343
F15697	215.1069	492.95	_singleton_11507	C14H12O	singleton	489.01	496.9	9928	6742537	1.0	0.89	18	1	6790082
F15698	215.1069	522.03	_singleton_11508	C14H12O	singleton	518.45	525.95	9928	3083230	0.83	0.76	6	1	3111173
F15699	215.1278	384.05	11510	C11H18O4	singleton	382.06	386.98	9929	1186215	0.75	0.95	6	1	1208127
F15704	218.1168	102.37	_singleton_5325	C13H15NO2	singleton	100.16	104.57	9932	2787661	0.73	0.87	228	1	2924414
F15708	218.1283	102.37	kp354_216.1175		13C/12C,M+H+	98.59	106.17	9934	977499962	0.78	0.9	2503	1	977524962
F15712	219.0265	838.2	3849	C9H8O5	singleton	834.31	842.07	9935	9142571	0.73	0.93	38	1	9209907
F15723	221.0333	45.11	11512	C8H7FN2O3	singleton	41.31	48.91	9939	10047696	1.0	0.95	62	1	10130154
F15724	224.091	556.46	_singleton_4639	C11H11NO3	singleton	552.6	559.03	9941	2778625	0.93	0.98	4	1	2808554
